ID	Coding frame used	Tone
2493	Not applicable	
2494	Not applicable	
2495	Not applicable	
2496	Not applicable	
2497	Not applicable	
2498	Not applicable	
2499	Strategy	26
2500	Coalition military casualties	18
2501	Coalition military casualties	32
2502	Coalition military casualties	25
2503	Not applicable	
2504	Not applicable	
2505	Battle	26
2506	Not applicable	
2507	Justification: WMDs	40
2508	Strategy	18
2509	Not applicable	
2510	Not applicable	
2511	Battle	41
2512	Justification: Humanitarian (Blairite)	25
2513	Justification: Humanitarian (Blairite)	25
2514	Battle	35
2515	Battle	34
2516	Battle	34
2517	Not applicable	
2518	Not applicable	
2519	Justification: Humanitarian (Blairite)	19
2520	Not applicable	
2521	Not applicable	
2522	Battle	33
2523	Not applicable	
2524	Strategy	33
2524	Battle	33
2525	Strategy	33
2526	Strategy	33
2527	Justification: Humanitarian (Blairite)	19
2527	Battle	33
2528	Justification: WMDs	40
2529	Battle	33
2530	Not applicable	
2531	Battle	34
2534	Battle	34
2534	Strategy	34
2535	Justification: Humanitarian (Blairite)	19
2536	Not applicable	
2537	Not applicable	
2538	Not applicable	
2541	Coalition military casualties	33
2542	Battle	33
2543	Not applicable	
2544	Justification: Humanitarian (Blairite)	24
2545	Not applicable	
2546	Not applicable	
2550	Not applicable	
2551	Not applicable	
2552	Not applicable	
2388	Justification: War on Terror	34
1702	Coalition military casualties	11
1730	Coalition military casualties	11
2553	Not applicable	
2554	Battle	48
2555	Justification: Humanitarian (Blairite)	11
2556	Battle	41
2557	Battle	40
2558	Battle	34
2559	Battle	41
2560	Not applicable	
2561	Not applicable	
2563	Battle	40
2564	Not applicable	
2565	Justification: Humanitarian (Blairite)	33
2566	Coalition military casualties	33
2565	Coalition military casualties	33
2567	Not applicable	
2568	Coalition military casualties	33
2569	Not applicable	
2570	Justification: War on Terror	40
2571	Not applicable	
2573	Battle	33
2574	Justification: WMDs	40
2575	Not applicable	
2578	Civilian casualties	18
2579	Not applicable	
2580	Battle	40
2581	Coalition military casualties	33
2582	Not applicable	
2583	Not applicable	
2584	Battle	24
2585	Battle	40
2586	Not applicable	
2587	Battle	33
2588	Not applicable	
2589	Battle	33
2590	Strategy	24
2591	Not applicable	
2592	Strategy	24
2592	Justification: Humanitarian (Blairite)	24
2594	Not applicable	
2595	Not applicable	
2596	Not applicable	
2597	Not applicable	
2598	Justification: War on Terror	24
2599	Coalition military casualties	18
2600	Not applicable	
2601	Battle	40
2602	Strategy	25
2603	Not applicable	
2604	Battle	33
2605	Battle	33
2606	Battle	34
2606	Justification: Humanitarian (Blairite)	19
2607	Restoration of law and order (post-conflict)	31
2608	Battle	34
2609	Civilian casualties	16
2610	Coalition military casualties	18
2611	Coalition military casualties	33
2612	Not applicable	
2614	Not applicable	
2615	Battle	33
2616	Battle	40
2617	Civilian casualties	18
2618	Battle	32
2619	Not applicable	
2620	Battle	34
2620	Justification: Humanitarian (Blairite)	19
2621	Justification: WMDs	32
2623	Not applicable	
2624	Battle	25
2625	Not applicable	
2626	Not applicable	
2627	Not applicable	
2628	Not applicable	
2629	Humanitarian issues (aid delivery)	24
2630	Not applicable	
2631	Not applicable	
2632	Not applicable	
2633	Not applicable	
2635	Justification: Humanitarian (Blairite)	19
2635	Humanitarian issues (aid delivery)	33
2636	Not applicable	
2637	Justification: War on Terror	24
2638	Not applicable	
2639	Not applicable	
2640	Not applicable	
2641	Not applicable	
2642	Not applicable	
2643	Not applicable	
2644	Battle	34
2645	Not applicable	
2646	Strategy	18
2647	Justification: War on Terror	24
2648	Not applicable	
2649	Battle	33
2650	Battle	26
2651	Battle	33
2652	Not applicable	
2653	Battle	26
2653	Justification: Humanitarian (Blairite)	34
2654	Battle	35
2655	Strategy	26
2656	Not applicable	
2657	Not applicable	
2658	Not applicable	
2660	Not applicable	
2661	Not applicable	
2662	Not applicable	
2663	Strategy	18
2664	Battle	40
2665	Not applicable	
2666	Not applicable	
2668	Not applicable	
2669	Not applicable	
2670	Not applicable	
2671	Battle	33
2671	Justification: Humanitarian (Blairite)	19
2673	Not applicable	
2674	Not applicable	
2675	Not applicable	
2676	Not applicable	
2677	Humanitarian issues (aid delivery)	40
2678	Not applicable	
2679	Not applicable	
2680	Not applicable	
2681	Not applicable	
2682	Coalition military casualties	40
2683	Battle	26
2684	Battle	33
2685	Battle	33
2687	Strategy	27
2688	Not applicable	
2689	Battle	19
2690	Not applicable	
2691	Not applicable	
2692	Not applicable	
2693	Justification: War on Terror	24
2694	Not applicable	
2695	Humanitarian issues (aid delivery)	32
2696	Battle	34
2697	Justification: Humanitarian (Blairite)	34
2698	Not applicable	
2699	Justification: Humanitarian (Blairite)	33
2700	Battle	33
2701	Not applicable	
2702	Battle	33
2703	Battle	33
2704	Battle	40
2705	Strategy	26
2706	Strategy	27
2709	Not applicable	
2710	Strategy	25
2711	Not applicable	
2712	Not applicable	
2716	Coalition military casualties	25
2717	Coalition military casualties	32
2718	Humanitarian issues (aid delivery)	33
2719	Not applicable	
2720	Not applicable	
2721	Not applicable	
2722	Battle	40
2722	Strategy	32
2723	Not applicable	
2724	Battle	11
2725	Battle	40
2725	Justification: WMDs	19
2726	Not applicable	
2727	Battle	40
2728	Civilian casualties	18
2729	Justification: Humanitarian (Blairite)	11
2730	Civilian casualties	18
2732	Battle	33
2733	Not applicable	
2734	Not applicable	
2735	Justification: Humanitarian (Blairite)	19
2735	Battle	40
2735	Justification: WMDs	19
2736	Not applicable	
2737	Not applicable	
2738	Justification: Humanitarian (Blairite)	11
2739	Coalition military casualties	32
2740	Coalition military casualties	32
2741	Not applicable	
2742	Humanitarian issues (aid delivery)	33
2743	Not applicable	
2746	Battle	26
2747	Battle	32
2747	Justification: Humanitarian (Blairite)	19
2748	Not applicable	
2749	Civilian casualties	18
2750	Battle	35
2751	Coalition military casualties	25
2752	Not applicable	
2754	Civilian casualties	18
2755	Justification: Humanitarian (Blairite)	11
2756	Not applicable	
2757	Battle	33
2758	Not applicable	
2759	Not applicable	
2760	Justification: WMDs	19
2760	Justification: Humanitarian (Blairite)	19
2760	Justification: War on Terror	19
2761	Not applicable	
2763	Battle	40
2764	Not applicable	
2765	Not applicable	
2766	Strategy	18
2767	Justification: Humanitarian (Blairite)	32
2768	Civilian casualties	18
2769	Battle	32
2769	Civilian casualties	24
2770	Not applicable	
2771	Coalition military casualties	25
2772	Not applicable	
2773	Not applicable	
2774	Justification: Humanitarian (Blairite)	19
2775	Civilian casualties	18
2776	Battle	32
2777	Battle	32
2778	Civilian casualties	24
2779	Not applicable	
2780	Civilian casualties	18
2781	Strategy	26
2782	Strategy	33
2784	Coalition military casualties	25
2785	Not applicable	
2786	Civilian casualties	18
2786	Battle	26
2787	Humanitarian issues (aid delivery)	24
2788	Battle	27
2790	Not applicable	
2791	Strategy	32
2792	Not applicable	
2793	Not applicable	
2794	Not applicable	
2799	Not applicable	
2800	Civilian casualties	18
2800	Strategy	18
2801	Battle	26
2802	Civilian casualties	10
2802	Battle	26
2803	Not applicable	
2804	Not applicable	
2805	Not applicable	
2807	Battle	26
2807	Strategy	26
2808	Battle	17
2809	Strategy	26
2811	Battle	32
2812	Civilian casualties	18
2813	Strategy	26
2814	Not applicable	
2815	Not applicable	
2816	Not applicable	
2817	Battle	19
2818	Battle	33
2819	Humanitarian issues (aid delivery)	33
2820	Battle	40
2821	Not applicable	
2822	Not applicable	
2824	Justification: War on Terror	18
2825	Strategy	32
2826	Not applicable	
2827	Battle	26
2829	Not applicable	
2830	Not applicable	
2831	Not applicable	
2832	Not applicable	
2833	Not applicable	
2834	Civilian casualties	18
2834	Strategy	18
2835	Strategy	32
2836	Not applicable	
2838	Battle	26
2839	Civilian casualties	18
2840	Strategy	32
2841	Not applicable	
2842	Humanitarian issues (aid delivery)	18
2843	Not applicable	
2844	Not applicable	
2845	Not applicable	
2847	Battle	32
2848	Battle	27
2849	Not applicable	
2850	Not applicable	
2851	Justification: Humanitarian (Blairite)	33
2852	Not applicable	
2853	Strategy	32
2854	Not applicable	
2856	Battle	32
2857	Humanitarian issues (aid delivery)	33
2859	Not applicable	
2860	Coalition military casualties	25
2861	Battle	19
2862	Humanitarian issues (aid delivery)	25
2863	Civilian casualties	19
2864	Civilian casualties	18
2865	Not applicable	
2866	Not applicable	
2867	Not applicable	
2868	Not applicable	
2869	Not applicable	
2870	Not applicable	
2871	Not applicable	
2874	Not applicable	
2875	Not applicable	
2876	Not applicable	
2878	Not applicable	
2879	Not applicable	
2880	Not applicable	
2881	Justification: Humanitarian (Blairite)	19
2881	Civilian casualties	26
2882	Battle	34
2883	Battle	40
2884	Not applicable	
2885	Battle	34
2886	Battle	48
2887	Battle	33
2888	Not applicable	
2889	Coalition military casualties	32
2890	Civilian casualties	18
2891	Justification: War on Terror	19
2893	Not applicable	
2894	Battle	25
2895	Battle	48
2896	Not applicable	
2897	Justification: Humanitarian (Blairite)	48
2898	Not applicable	
2899	Humanitarian issues (aid delivery)	33
2899	Justification: Humanitarian (Blairite)	11
2900	Not applicable	
2901	Battle	19
2902	Battle	40
2903	Not applicable	
2904	Coalition military casualties	01
2905	Battle	25
2906	Not applicable	
2907	Civilian casualties	18
2908	Civilian casualties	18
2909	Not applicable	
2910	Battle	25
2911	Coalition military casualties	25
2912	Not applicable	
2913	Not applicable	
2914	Coalition military casualties	33
2915	Not applicable	
2916	Not applicable	
2917	Not applicable	
2918	Not applicable	
2919	Not applicable	
2920	Justification: Humanitarian (Blairite)	24
2921	Justification: Humanitarian (Blairite)	19
2921	Civilian casualties	19
2922	Civilian casualties	16
2924	Battle	48
2924	Justification: WMDs	19
2925	Not applicable	
2926	Battle	32
2927	Strategy	26
2928	Not applicable	
2929	Battle	33
2930	Battle	17
2931	Not applicable	
2932	Not applicable	
2933	Civilian casualties	24
2933	Justification: Humanitarian (Blairite)	11
2934	Not applicable	
2935	Not applicable	
2936	Strategy	32
2937	Battle	40
2938	Not applicable	
2939	Battle	27
2940	Battle	32
2941	Civilian casualties	16
2942	Battle	19
2943	Not applicable	
2944	Not applicable	
2945	Civilian casualties	18
2946	Not applicable	
2948	Justification: Humanitarian (Blairite)	19
2950	Not applicable	
2951	Not applicable	
2953	Justification: Humanitarian (Blairite)	40
2953	Justification: War on Terror	40
2954	Not applicable	
2955	Not applicable	
2956	Not applicable	
2957	Not applicable	
2958	Not applicable	
2959	Battle	40
2960	Battle	27
2961	Justification: Humanitarian (Blairite)	18
2961	Civilian casualties	18
2962	Not applicable	
2963	Strategy	26
2964	Civilian casualties	24
2965	Battle	34
2967	Coalition military casualties	17
2968	Not applicable	
2969	Justification: Humanitarian (Blairite)	19
2970	Not applicable	
2971	Not applicable	
2972	Not applicable	
2973	Battle	33
2973	Justification: Humanitarian (Blairite)	33
2974	Strategy	32
2975	Not applicable	
2976	Civilian casualties	18
2977	Not applicable	
2978	Not applicable	
2979	Not applicable	
2980	Not applicable	
2981	Not applicable	
2983	Not applicable	
2984	Strategy	32
2985	Not applicable	
2986	Battle	34
2987	Not applicable	
2989	Not applicable	
2990	Not applicable	
2991	Not applicable	
2992	Not applicable	
2993	Coalition military casualties	33
2994	Not applicable	
2996	Battle	34
2996	Strategy	34
2997	Civilian casualties	10
2998	Battle	27
2999	Civilian casualties	24
3000	Battle	33
3001	Not applicable	
3002	Battle	34
3004	Not applicable	
3005	Not applicable	
3006	Not applicable	
3008	Not applicable	
3010	Not applicable	
3011	Not applicable	
3012	Battle	19
3012	Justification: Humanitarian (Blairite)	19
3013	Not applicable	
3014	Battle	40
3014	Strategy	40
3015	Not applicable	
3016	Battle	34
3017	Not applicable	
3018	Not applicable	
3019	Not applicable	
3020	Not applicable	
3021	Not applicable	
3022	Not applicable	
3023	Battle	34
3024	Battle	40
3025	Battle	19
3026	Strategy	19
3026	Battle	19
3027	Battle	33
3028	Not applicable	
3029	Strategy	27
3029	Civilian casualties	18
3031	Battle	34
3033	Not applicable	
3034	Not applicable	
3035	Not applicable	
3036	Humanitarian issues (aid delivery)	17
3039	Not applicable	
3040	Not applicable	
3041	Battle	40
3042	Battle	40
3043	Battle	19
3044	Battle	19
3045	Battle	42
3046	Battle	34
3048	Coalition military casualties	18
3049	Not applicable	
3050	Battle	33
3051	Not applicable	
3052	Battle	33
3053	Not applicable	
3054	Justification: Humanitarian (Blairite)	19
3055	Not applicable	
3056	Coalition military casualties	34
3057	Coalition military casualties	32
3058	Civilian casualties	18
3059	Not applicable	
3061	Not applicable	
3062	Not applicable	
3063	Not applicable	
3065	Not applicable	
3066	Battle	40
3067	Coalition military casualties	18
3068	Not applicable	
3069	Battle	34
3069	Justification: WMDs	26
3070	Not applicable	
3071	Not applicable	
3073	Coalition military casualties	33
3074	Not applicable	
3075	Not applicable	
3076	Battle	33
3077	Justification: Humanitarian (Blairite)	19
3078	Strategy	32
3079	Not applicable	
3080	Not applicable	
3081	Not applicable	
3082	Battle	40
3083	Battle	34
3083	Justification: Humanitarian (Blairite)	19
3084	Not applicable	
3085	Not applicable	
3086	Not applicable	
3087	Not applicable	
3088	Coalition military casualties	33
3089	Not applicable	
3090	Battle	33
3091	Not applicable	
3092	Battle	34
3092	Civilian casualties	24
3093	Not applicable	
3094	Not applicable	
3095	Battle	40
3096	Not applicable	
3097	Not applicable	
3098	Strategy	32
3099	Battle	34
3100	Not applicable	
3101	Coalition military casualties	24
3102	Civilian casualties	18
3102	Restoration of law and order (post-conflict)	18
3103	Not applicable	
3104	Justification: Humanitarian (Blairite)	19
3105	Not applicable	
3106	Not applicable	
3108	Not applicable	
3109	Not applicable	
3110	Civilian casualties	25
3111	Civilian casualties	16
3112	Not applicable	
3115	Justification: Humanitarian (Blairite)	24
3116	Not applicable	
3117	Battle	34
3118	Not applicable	
3119	Strategy	32
3120	Not applicable	
3121	Not applicable	
3122	Battle	33
3124	Not applicable	
3125	Not applicable	
3126	Strategy	27
3126	Justification: WMDs	32
3128	Strategy	26
3129	Not applicable	
3130	Not applicable	
3131	Not applicable	
3133	Justification: Humanitarian (Blairite)	19
3134	Civilian casualties	24
3135	Not applicable	
3136	Not applicable	
3137	Not applicable	
3138	Not applicable	
3139	Justification: War on Terror	24
3141	Battle	34
3142	Strategy	27
3143	Not applicable	
3146	Not applicable	
3147	Not applicable	
3148	Not applicable	
3149	Justification: Humanitarian (Blairite)	19
3150	Not applicable	
3151	Not applicable	
3153	Strategy	32
3154	Not applicable	
3155	Not applicable	
3156	Not applicable	
3158	Strategy	32
3159	Battle	33
3160	Not applicable	
3161	Humanitarian issues (aid delivery)	24
3161	Restoration of law and order (post-conflict)	17
3162	Not applicable	
3163	Battle	32
3164	Not applicable	
3165	Not applicable	
3166	Justification: Humanitarian (Blairite)	19
3167	Not applicable	
3168	Not applicable	
3169	Not applicable	
3170	Not applicable	
3171	Not applicable	
3172	Coalition military casualties	33
3173	Coalition military casualties	25
3174	Not applicable	
3175	Battle	40
3175	Strategy	32
3176	Battle	34
3177	Not applicable	
3178	Battle	40
3179	Not applicable	
3180	Not applicable	
3181	Restoration of law and order (post-conflict)	18
3182	Justification: Humanitarian (Blairite)	33
3183	Not applicable	
3184	Battle	33
3184	Justification: Humanitarian (Blairite)	19
3185	Battle	19
3186	Not applicable	
3187	Coalition military casualties	33
3189	Not applicable	
3190	Coalition military casualties	25
3191	Justification: Humanitarian (Blairite)	19
3192	Not applicable	
3193	Not applicable	
3194	Battle	34
3195	Not applicable	
3196	Not applicable	
3197	Not applicable	
3198	Battle	40
3199	Battle	40
3200	Not applicable	
3201	Justification: Humanitarian (Blairite)	11
3202	Battle	40
3203	Battle	34
3204	Justification: Humanitarian (Blairite)	41
3205	Battle	33
3206	Battle	34
3207	Battle	33
3208	Not applicable	
3209	Battle	40
3210	Justification: Humanitarian (Blairite)	40
3211	Not applicable	
3212	Justification: Humanitarian (Blairite)	19
3213	Coalition military casualties	08
3214	Not applicable	
3215	Coalition military casualties	19
3216	Battle	40
3217	Not applicable	
3219	Not applicable	
3220	Not applicable	
3221	Justification: Humanitarian (Blairite)	19
3222	Not applicable	
3223	Not applicable	
3224	Battle	34
3225	Battle	40
3226	Not applicable	
3227	Not applicable	
3228	Civilian casualties	16
3229	Civilian casualties	33
3230	Not applicable	
3231	Not applicable	
3233	Not applicable	
3234	Civilian casualties	10
3234	Humanitarian issues (aid delivery)	16
3234	Justification: Humanitarian (Blairite)	16
3235	Not applicable	
3236	Justification: WMDs	11
3237	Not applicable	
3238	Battle	40
3239	Battle	33
3239	Justification: Humanitarian (Blairite)	33
3240	Not applicable	
3241	Justification: Humanitarian (Blairite)	33
3242	Strategy	19
3242	Battle	34
3243	Not applicable	
3244	Not applicable	
3245	Not applicable	
3246	Not applicable	
3247	Not applicable	
3248	Not applicable	
3249	Not applicable	
3250	Humanitarian issues (aid delivery)	24
3250	Civilian casualties	98
3250	Coalition military casualties	32
3251	Battle	32
3252	Civilian casualties	18
3253	Not applicable	
3254	Battle	34
3255	Restoration of law and order (post-conflict)	31
3256	Coalition military casualties	26
3257	Not applicable	
3259	Justification: Humanitarian (Blairite)	19
3260	Not applicable	
3261	Not applicable	
3262	Humanitarian issues (aid delivery)	24
3264	Not applicable	
3265	Justification: Humanitarian (Blairite)	33
3267	Not applicable	
3269	Strategy	27
3270	Battle	19
3271	Not applicable	
3272	Battle	34
3272	Justification: WMDs	27
3273	Not applicable	
3274	Battle	34
3275	Battle	19
3277	Battle	19
3278	Not applicable	
3279	Not applicable	
3280	Not applicable	
3281	Not applicable	
3282	Not applicable	
3283	Not applicable	
3284	Justification: Humanitarian (Blairite)	33
3285	Humanitarian issues (aid delivery)	17
3286	Not applicable	
3287	Not applicable	
3288	Restoration of law and order (post-conflict)	31
3289	Battle	40
3290	Justification: Humanitarian (Blairite)	24
3291	Not applicable	
3292	Not applicable	
3293	Not applicable	
3294	Not applicable	
3295	Restoration of law and order (post-conflict)	24
3295	Humanitarian issues (aid delivery)	24
3296	Battle	40
3297	Not applicable	
3298	Not applicable	
3299	Battle	33
3300	Not applicable	
3301	Not applicable	
3302	Not applicable	
3304	Coalition military casualties	26
3305	Battle	34
3306	Justification: WMDs	32
3307	Restoration of law and order (post-conflict)	25
3308	Restoration of law and order (post-conflict)	17
3309	Justification: Humanitarian (Blairite)	40
3310	Battle	25
3311	Not applicable	
3312	Strategy	27
3313	Not applicable	
3314	Not applicable	
3315	Not applicable	
3316	Civilian casualties	40
3316	Justification: Humanitarian (Blairite)	33
3318	Not applicable	
3319	Coalition military casualties	18
3320	Not applicable	
3322	Not applicable	
3323	Not applicable	
3324	Not applicable	
3325	Justification: Humanitarian (Blairite)	19
3326	Justification: War on Terror	40
3327	Strategy	19
3328	Battle	34
3329	Not applicable	
3330	Battle	40
3331	Coalition military casualties	19
3332	Battle	34
3333	Battle	40
3333	Strategy	19
3334	Not applicable	
3335	Battle	19
3336	Civilian casualties	17
3337	Not applicable	
3338	Not applicable	
3339	Battle	33
3340	Justification: War on Terror	34
3340	Justification: Humanitarian (Blairite)	34
3341	Not applicable	
3342	Justification: Humanitarian (Blairite)	33
3343	Not applicable	
3344	Justification: Humanitarian (Blairite)	40
3344	Civilian casualties	24
3346	Battle	40
3347	Battle	34
3348	Battle	34
3349	Not applicable	
3350	Battle	40
3352	Justification: Humanitarian (Blairite)	11
3353	Battle	40
3354	Not applicable	
3355	Not applicable	
3356	Not applicable	
3357	Battle	19
3358	Coalition military casualties	32
3359	Not applicable	
3361	Not applicable	
3362	Not applicable	
3364	Not applicable	
3365	Battle	34
3366	Battle	34
3367	Battle	19
3368	Battle	19
3369	Justification: Humanitarian (Blairite)	11
3370	Justification: Humanitarian (Blairite)	19
3371	Battle	33
3372	Justification: Humanitarian (Blairite)	24
3374	Humanitarian issues (aid delivery)	24
3375	Battle	35
3388	Justification: Humanitarian (Blairite)	19
3389	Battle	19
3390	Not applicable	
3391	Not applicable	
3392	Not applicable	
3393	Not applicable	
3397	Battle	34
3398	Justification: Humanitarian (Blairite)	11
3399	Battle	34
3400	Justification: Humanitarian (Blairite)	11
3401	Justification: Humanitarian (Blairite)	11
3402	Justification: Humanitarian (Blairite)	11
3403	Justification: WMDs	24
3404	Battle	19
3406	Justification: Humanitarian (Blairite)	11
3407	Battle	33
3407	Justification: Humanitarian (Blairite)	11
3408	Battle	33
3409	Not applicable	
3410	Not applicable	
3411	Restoration of law and order (post-conflict)	17
3412	Not applicable	
3413	Not applicable	
3414	Not applicable	
3415	Not applicable	
3416	Not applicable	
3417	Battle	40
3418	Battle	27
3419	Battle	34
3420	Battle	34
3421	Battle	40
3422	Battle	34
3423	Not applicable	
3424	Not applicable	
3426	Not applicable	
3427	Not applicable	
3428	Battle	33
3429	Justification: Humanitarian (Blairite)	19
3430	Not applicable	
3431	Not applicable	
3433	Coalition military casualties	32
3434	Coalition military casualties	18
3435	Humanitarian issues (aid delivery)	01
3436	Not applicable	
3437	Not applicable	
3438	Not applicable	
3440	Battle	26
3441	Battle	34
3442	Not applicable	
3443	Civilian casualties	18
3443	Coalition military casualties	26
3444	Not applicable	
3445	Not applicable	
3446	Not applicable	
3447	Not applicable	
3448	Justification: Humanitarian (Blairite)	11
3449	Battle	32
3450	Battle	32
3451	Not applicable	
3452	Battle	40
3453	Battle	34
3454	Justification: Humanitarian (Blairite)	19
3455	Battle	34
3456	Justification: Humanitarian (Blairite)	19
3457	Justification: WMDs	26
3458	Not applicable	
3459	Justification: Humanitarian (Blairite)	19
3460	Not applicable	
3461	Battle	27
3462	Not applicable	
3463	Justification: Humanitarian (Blairite)	19
3464	Not applicable	
3465	Justification: Humanitarian (Blairite)	19
3467	Not applicable	
3468	Not applicable	
3469	Not applicable	
3470	Battle	40
3471	Battle	34
3472	Not applicable	
3473	Battle	40
3473	Strategy	40
3474	Justification: WMDs	40
3475	Justification: Humanitarian (Blairite)	19
3475	Civilian casualties	19
3476	Not applicable	
3477	Justification: Humanitarian (Blairite)	19
3477	Coalition military casualties	19
3478	Battle	33
3479	Justification: Humanitarian (Blairite)	11
3480	Coalition military casualties	25
3481	Justification: Humanitarian (Blairite)	19
3482	Battle	35
3483	Battle	40
3484	Battle	40
3485	Not applicable	
3486	Battle	33
3486	Justification: Humanitarian (Blairite)	33
3487	Battle	41
3487	Justification: Humanitarian (Blairite)	33
3488	Not applicable	
3489	Justification: Humanitarian (Blairite)	19
3490	Battle	34
3491	Battle	48
3492	Battle	35
3493	Strategy	34
3494	Battle	34
3495	Coalition military casualties	18
3496	Coalition military casualties	26
3497	Not applicable	
3498	Battle	41
3499	Battle	48
3499	Justification: Humanitarian (Blairite)	48
3500	Justification: Humanitarian (Blairite)	11
3501	Justification: Humanitarian (Blairite)	40
3504	Coalition military casualties	18
3505	Not applicable	
3507	Not applicable	
3508	Not applicable	
3509	Justification: War on Terror	34
3506	Civilian casualties	18
3510	Not applicable	
3511	Coalition military casualties	18
3512	Coalition military casualties	24
3513	Justification: Humanitarian (Blairite)	19
3514	Battle	33
3515	Coalition military casualties	18
3516	Battle	40
3517	Not applicable	
3518	Justification: Humanitarian (Blairite)	27
3519	Not applicable	
3520	Battle	48
3520	Justification: Humanitarian (Blairite)	48
3521	Battle	40
3521	Strategy	33
3522	Battle	33
3523	Not applicable	
3525	Justification: Humanitarian (Blairite)	27
3526	Battle	19
3527	Battle	33
3528	Battle	27
3529	Battle	19
3530	Justification: War on Terror	26
3531	Coalition military casualties	18
3532	Civilian casualties	26
3533	Battle	40
3534	Battle	40
3535	Coalition military casualties	18
3536	Coalition military casualties	18
3536	Battle	40
3537	Battle	40
3537	Coalition military casualties	18
3538	Not applicable	
3539	Coalition military casualties	32
3540	Battle	33
3541	Battle	19
3541	Justification: Humanitarian (Blairite)	19
3542	Justification: Humanitarian (Blairite)	27
3543	Battle	26
3545	Not applicable	
3546	Battle	26
3547	Coalition military casualties	34
3549	Humanitarian issues (aid delivery)	33
3550	Humanitarian issues (aid delivery)	32
3551	Not applicable	
3552	Not applicable	
3553	Battle	34
3556	Not applicable	
3557	Battle	19
3558	Battle	33
3559	Not applicable	
3560	Battle	32
3561	Not applicable	
3562	Battle	33
3563	Coalition military casualties	18
3564	Civilian casualties	26
3565	Battle	34
3566	Strategy	26
3566	Battle	26
3567	Not applicable	
3568	Not applicable	
3569	Not applicable	
3570	Not applicable	
3571	Battle	34
3572	Battle	34
3573	Battle	34
3574	Not applicable	
3575	Not applicable	
3576	Not applicable	
3577	Not applicable	
3578	Civilian casualties	24
3579	Battle	41
3580	Battle	33
3580	Justification: Humanitarian (Blairite)	19
3581	Not applicable	
3582	Battle	33
3583	Humanitarian issues (aid delivery)	24
3585	Not applicable	
3586	Battle	27
3587	Battle	34
3587	Strategy	19
3589	Coalition military casualties	26
3590	Coalition military casualties	18
3591	Battle	26
3593	Battle	33
3594	Justification: Humanitarian (Blairite)	19
3595	Battle	34
3595	Justification: Humanitarian (Blairite)	40
3596	Not applicable	
3597	Not applicable	
3598	Coalition military casualties	26
3599	Justification: Humanitarian (Blairite)	19
3600	Not applicable	
3601	Not applicable	
3602	Not applicable	
3603	Not applicable	
3606	Not applicable	
3607	Not applicable	
3608	Not applicable	
3610	Not applicable	
3611	Battle	33
3612	Not applicable	
3613	Battle	33
3613	Justification: Humanitarian (Blairite)	33
3614	Battle	34
3615	Strategy	33
3615	Battle	33
3616	Battle	34
3617	Coalition military casualties	26
3618	Civilian casualties	19
3619	Not applicable	
3620	Battle	40
3621	Not applicable	
3622	Not applicable	
3623	Not applicable	
3625	Not applicable	
3626	Justification: Humanitarian (Blairite)	19
3627	Not applicable	
3630	Battle	41
3630	Strategy	41
3631	Not applicable	
3632	Battle	34
3633	Battle	34
3634	Not applicable	
3635	Justification: WMDs	40
3636	Battle	40
3637	Restoration of law and order (post-conflict)	25
3638	Justification: Humanitarian (Blairite)	19
3639	Battle	33
3640	Battle	33
3640	Justification: Humanitarian (Blairite)	19
3641	Coalition military casualties	33
3642	Coalition military casualties	33
3643	Not applicable	
3644	Coalition military casualties	25
3645	Battle	40
3646	Justification: WMDs	24
3647	Justification: WMDs	16
3647	Justification: Humanitarian (Blairite)	24
3648	Battle	34
3649	Civilian casualties	24
3649	Coalition military casualties	33
3650	Civilian casualties	10
3651	Coalition military casualties	33
3652	Justification: Humanitarian (Blairite)	33
3652	Restoration of law and order (post-conflict)	31
3653	Justification: Humanitarian (Blairite)	19
3654	Not applicable	
3655	Battle	19
3656	Battle	19
3657	Battle	33
3657	Justification: Humanitarian (Blairite)	19
3658	Battle	33
3658	Restoration of law and order (post-conflict)	31
3659	Coalition military casualties	33
3660	Justification: WMDs	34
3661	Not applicable	
3662	Justification: Humanitarian (Blairite)	19
3663	Battle	19
3665	Not applicable	
3666	Battle	42
3667	Not applicable	
3668	Justification: Humanitarian (Blairite)	11
3669	Not applicable	
3670	Not applicable	
3671	Battle	33
3671	Justification: Humanitarian (Blairite)	33
3672	Restoration of law and order (post-conflict)	33
3673	Not applicable	
3676	Restoration of law and order (post-conflict)	25
3677	Not applicable	
3678	Coalition military casualties	08
3679	Battle	34
3680	Not applicable	
3681	Not applicable	
3682	Not applicable	
3683	Not applicable	
3684	Not applicable	
3685	Not applicable	
3686	Civilian casualties	24
3687	Justification: War on Terror	31
3688	Justification: Humanitarian (Blairite)	40
3689	Not applicable	
3691	Not applicable	
3692	Battle	26
3693	Not applicable	
3694	Civilian casualties	32
3695	Not applicable	
3696	Not applicable	
3697	Restoration of law and order (post-conflict)	25
3698	Civilian casualties	32
3699	Civilian casualties	24
3700	Not applicable	
3701	Coalition military casualties	25
3702	Not applicable	
3703	Not applicable	
3704	Not applicable	
3705	Not applicable	
3706	Not applicable	
3707	Not applicable	
3708	Battle	34
3709	Battle	34
3710	Justification: Humanitarian (Blairite)	11
3711	Not applicable	
3712	Not applicable	
3713	Not applicable	
3714	Coalition military casualties	25
